sequence,model,ADE_px,FDE_px,runtime_sec
anita_seq07,kalman,10.106114906527836,18.070610309972345,0.5191041001817212
anita_seq07,cv,14.058084062956583,26.040987591212374,0.20910899984301068
anita_seq08,kalman,7.804024215532127,14.43184510768899,0.4234920000308193
anita_seq08,cv,10.223162743756149,19.152788049270622,0.2184725993720349
anita_seq09,kalman,16.143025948875046,27.704702379262496,0.2449678999837488
anita_seq09,cv,23.274678794442725,41.376248830884165,0.12008290010271594
chrisi_seq01,kalman,9.94526943562477,18.368702489641645,0.24852800002554432
chrisi_seq01,cv,13.093086878899394,24.357057433498117,0.12792589972377755
chrisi_seq02,kalman,8.978816682501144,17.0234983082284,0.2923979997285642
chrisi_seq02,cv,11.382168639326661,21.45774676687829,0.14750489947618917
chrisi_seq05,kalman,8.419833182824025,15.88816285144095,0.3615662997763138
chrisi_seq05,cv,11.154591075512744,20.950115362153767,0.18161480003618635
chrisi_seq07,kalman,7.095272603099827,13.254694593164537,0.4858899003593251
chrisi_seq07,cv,9.143109828803505,17.18908722783928,0.239228999678744
clemens_seq03,kalman,8.389839792694806,16.549540100621456,0.26153379981406033
clemens_seq03,cv,10.372809103253575,20.23279917230421,0.1268393998616375
clemens_seq08,kalman,10.583227030928857,20.559295244230405,0.3214621002844069
clemens_seq08,cv,13.009541163212893,25.189985132931934,0.15997840004274622
clemens_seq09,kalman,9.540406335062704,17.91280416456899,0.3190929002885241
clemens_seq09,cv,12.007650202445523,22.884488309596378,0.15504599991254508
clemens_seq10,kalman,11.625940349308461,23.21891512274548,0.32286139999632724
clemens_seq10,cv,14.088381879763116,27.656287934982974,0.15867230034200475
clemens_seq12,kalman,4.569397264383759,7.943452078963671,0.26172629997017793
clemens_seq12,cv,5.976383378678419,11.041864861594119,0.1305912004900165
clemens_seq15,kalman,6.192545905110196,11.763618514592544,0.4281819998868741
clemens_seq15,cv,7.812717575354385,15.112279707131055,0.20893079965026118
connie_seq08,kalman,10.090078850200651,19.199629610854196,0.2867514004174154
connie_seq08,cv,12.895916256080026,24.41062741169776,0.14765179975074716
hans_seq05,kalman,8.122099832246649,14.09725891293712,0.23784769987105392
hans_seq05,cv,11.189596846009103,20.615214081101712,0.12224999998579733
hans_seq06,kalman,7.9868650813399045,13.031889340269666,0.3056583002617117
hans_seq06,cv,10.306969789458357,17.015518821872277,0.15069339977344498
hans_seq12,kalman,6.471680428751132,12.107807088495713,0.23321820027194917
hans_seq12,cv,8.951207664565914,16.711274182824678,0.11506999970879406
horvath2_seq04,kalman,6.145880586868038,11.665639790837023,0.2211253002169542
horvath2_seq04,cv,8.154717502648236,15.647391543577298,0.11072760020033456
horvath2_seq08,kalman,8.487808642654489,16.278200995777127,0.25824510017992
horvath2_seq08,cv,11.21517197642868,21.724952712102493,0.12883030012017116
horvath_seq01,kalman,10.650739427806975,19.45555789987928,0.22823840045020916
horvath_seq01,cv,13.547576121956181,25.2315032688096,0.11432529988815077
lisa_seq05,kalman,10.502775280166224,20.503604348570377,0.3138556999329012
lisa_seq05,cv,12.986911416931052,25.20639899441034,0.15749389989650808
lisa_seq08,kalman,8.162541326500497,15.284116353540087,0.30600530037190765
lisa_seq08,cv,10.448480060750438,19.920080952160532,0.15149399999063462
richard_seq03,kalman,12.229747977371987,23.004322456478025,0.2769319995713886
richard_seq03,cv,15.520568621672023,29.56300990809667,0.13932330007082783
richard_seq06,kalman,4.215065670428954,7.785719612607404,0.28492389994789846
richard_seq06,cv,5.548230474935929,10.430189876312008,0.143964099988807
stefan_seq03,kalman,9.496317890751097,17.58034014789268,0.35126989998389035
stefan_seq03,cv,11.878785056277732,22.022759798743493,0.17663620033999905
stefan_seq09,kalman,6.121742586293493,11.279708748646167,0.3472728001943324
stefan_seq09,cv,8.004125657312645,14.956942254474871,0.17288049997296184
ursula_seq05,kalman,4.3560617609015235,8.255873306569711,0.2755038997565862
ursula_seq05,cv,5.542125444881385,10.59037564143604,0.14028079976560548
ursula_seq12,kalman,7.73785887214852,13.712884720022819,0.24159270012751222
ursula_seq12,cv,11.118571092024254,20.412251799763474,0.12039019973599352
wolfgang_seq09,kalman,5.328147350947886,10.257772202227176,0.20594129982055165
wolfgang_seq09,cv,7.013907521676733,13.551096632444857,0.10341490022256039
wolfgang_seq10,kalman,7.804851327333995,14.659437283761678,0.19813909992808476
wolfgang_seq10,cv,9.999815504147941,19.253925979179098,0.0986093997489661
