sequence,model,ADE_px,FDE_px,runtime_sec
anita_seq07,lstm,28.453459397457454,57.1559793005078,0.30632686614990234
anita_seq07,gru,28.692156611974355,59.86802425777622,0.2132580280303955
anita_seq07,transformer,17.500095676788828,30.819527740570567,0.4577815532684326
anita_seq08,lstm,19.503912382046536,36.74873944973565,0.6716153621673584
anita_seq08,gru,24.844219195865115,44.333719797866124,0.6117568016052246
anita_seq08,transformer,21.233602186950307,33.18128244892995,0.9979383945465088
anita_seq09,lstm,29.959342359949712,53.47140367072887,0.6832051277160645
anita_seq09,gru,35.38230364212016,60.69506569657619,0.528447151184082
anita_seq09,transformer,27.81852717456131,62.456755593510366,0.886253833770752
chrisi_seq01,lstm,13.84101302041091,19.056291445211404,0.8156394958496094
chrisi_seq01,gru,21.707547730733225,37.600320925970905,0.5789387226104736
chrisi_seq01,transformer,13.880187300151398,32.823715223302166,0.8980786800384521
chrisi_seq02,lstm,10.876546019423607,18.652343906189756,0.9166712760925293
chrisi_seq02,gru,11.970280993009691,20.798343870875,0.6608600616455078
chrisi_seq02,transformer,14.700401758401803,23.629206529927355,1.0526492595672607
chrisi_seq05,lstm,11.020207942589076,19.493348949546842,1.1217880249023438
chrisi_seq05,gru,13.90543058548515,23.544947912844815,0.8332178592681885
chrisi_seq05,transformer,18.799717984454677,26.88263914502884,1.3494820594787598
chrisi_seq07,lstm,10.813070992266066,17.85427255954208,1.5216434001922607
chrisi_seq07,gru,14.758923072145691,25.915724627726725,1.2128245830535889
chrisi_seq07,transformer,11.517826775145771,22.12691281920809,1.8448457717895508
clemens_seq03,lstm,18.584336080756543,38.350608102738356,0.7606480121612549
clemens_seq03,gru,36.839229388164995,87.14170986075284,0.5876798629760742
clemens_seq03,transformer,22.160660495575538,51.093757316016145,0.8654482364654541
clemens_seq08,lstm,29.190445380707576,72.19986710388008,0.8693993091583252
clemens_seq08,gru,44.06887084086867,99.7999138718306,0.6552741527557373
clemens_seq08,transformer,38.1095702598014,78.09185521084972,1.112170934677124
clemens_seq09,lstm,18.89457625966894,36.9582220353561,0.639596700668335
clemens_seq09,gru,24.114748358614378,44.907508940594596,0.488800048828125
clemens_seq09,transformer,18.273259145063733,38.94920638669248,0.7956826686859131
clemens_seq10,lstm,20.886930084232468,40.918063555202686,0.6442370414733887
clemens_seq10,gru,30.05340749405803,60.64349497802496,0.5076868534088135
clemens_seq10,transformer,26.997532130140677,51.966798982783736,0.8177182674407959
clemens_seq12,lstm,10.521332084967504,18.922217887252273,0.5173892974853516
clemens_seq12,gru,12.996480598790411,24.942015225151334,0.3910551071166992
clemens_seq12,transformer,12.328191002682063,19.533076927476934,0.6284570693969727
clemens_seq15,lstm,15.614977830417224,32.65175912258844,0.8796951770782471
clemens_seq15,gru,23.976143864890258,50.83989255122473,0.6763031482696533
clemens_seq15,transformer,11.415990040985218,24.786574009175087,1.0858845710754395
connie_seq08,lstm,18.63268724944314,36.72199740813872,0.5940747261047363
connie_seq08,gru,28.05647059724514,62.70464254379623,0.44155073165893555
connie_seq08,transformer,26.04282650888476,56.767560680422044,0.6890394687652588
hans_seq05,lstm,10.932807030023065,20.771571746682508,0.5065696239471436
hans_seq05,gru,19.390191811766755,35.99220133472967,0.3680260181427002
hans_seq05,transformer,12.273337010693307,22.030919806344997,0.5913751125335693
hans_seq06,lstm,12.96680784915399,21.21420651882849,0.6217441558837891
hans_seq06,gru,12.09313037269337,18.614385601811144,0.4583268165588379
hans_seq06,transformer,15.417802704075884,23.628879487746293,0.7381558418273926
hans_seq12,lstm,23.514030260623386,53.22917621990299,0.4531669616699219
hans_seq12,gru,36.43469354726629,91.2194866100407,0.3391575813293457
hans_seq12,transformer,23.672476203690557,55.37107495662676,0.543900728225708
horvath2_seq04,lstm,13.334128240891461,23.93874031754567,0.42105698585510254
horvath2_seq04,gru,17.083045062028415,31.724380414919597,0.33121466636657715
horvath2_seq04,transformer,13.335637065599698,34.66935081970552,0.5381665229797363
horvath2_seq08,lstm,10.430290188822715,23.73676786573377,0.5351285934448242
horvath2_seq08,gru,14.38438079236676,30.01299456660626,0.398162841796875
horvath2_seq08,transformer,15.509070752506606,26.941072814729633,0.6229133605957031
horvath_seq01,lstm,15.08927311371884,29.45025872619444,0.46912193298339844
horvath_seq01,gru,26.278176760664817,48.650891535123755,0.3344130516052246
horvath_seq01,transformer,23.864022105663988,30.119886014860118,0.5439701080322266
lisa_seq05,lstm,13.409909812663587,27.852823671579404,0.6389768123626709
lisa_seq05,gru,20.52897097295582,37.883801747282114,0.484405517578125
lisa_seq05,transformer,15.411792466519605,27.339950965713857,0.7784225940704346
lisa_seq08,lstm,16.25438889160515,34.35842107234574,0.6166689395904541
lisa_seq08,gru,28.120845694191384,62.528243761807936,0.46703052520751953
lisa_seq08,transformer,12.744945256681985,33.41723132561691,0.7394411563873291
richard_seq03,lstm,14.854043475321852,29.28257557299885,0.5409555435180664
richard_seq03,gru,16.333476836892043,23.943352829407786,0.41395115852355957
richard_seq03,transformer,18.32355501925288,35.557509884577534,0.6842160224914551
richard_seq06,lstm,12.401631248697921,21.468173551643734,0.5555047988891602
richard_seq06,gru,16.348540907001485,37.008107857753565,0.41951942443847656
richard_seq06,transformer,10.064019208627808,17.7202795675314,0.6850156784057617
stefan_seq03,lstm,19.300703611564213,40.072773055469455,0.7199366092681885
stefan_seq03,gru,18.873307660126322,31.22506638020169,0.5408964157104492
stefan_seq03,transformer,18.682031809866853,30.37603683361655,0.8510699272155762
stefan_seq09,lstm,14.568726969379153,30.506195721908707,0.7080850601196289
stefan_seq09,gru,16.977954034002444,35.188314890928915,0.5402147769927979
stefan_seq09,transformer,16.20711568385445,37.365896685135176,0.8730416297912598
ursula_seq05,lstm,14.024440782865106,29.914973487879966,0.5690581798553467
ursula_seq05,gru,21.111682162501893,45.05547818419116,0.419999361038208
ursula_seq05,transformer,14.165120205415596,33.421195696929054,0.6832175254821777
ursula_seq12,lstm,23.390691495886,51.998542155587906,0.4874873161315918
ursula_seq12,gru,35.170954257303215,74.41520815634537,0.36570048332214355
ursula_seq12,transformer,31.40056211326712,65.04668156988849,0.5889678001403809
wolfgang_seq09,lstm,12.887225425563352,25.844699989217073,0.4149487018585205
wolfgang_seq09,gru,22.70806698504598,48.15515793938555,0.3009922504425049
